City,Country,Lat,Lon,Date,Max Temp (cs),Humidity,Cloudiness,Wind Speed (mph)
Tiarei,PF,-17.5333,-149.3333,1611760718,24.0,88,75,1.54
Rivadavia,AR,-33.1905,-68.4608,1611760718,26.0,24,0,3.6
Noumea,NC,-22.2763,166.4572,1611760718,23.0,88,0,1.54
Tignère,CM,7.3667,12.65,1611760718,31.83,13,21,4.02
Vanimo,PG,-2.6741,141.3028,1611760719,25.17,89,100,3.87
Wukari,NG,7.85,9.7833,1611760719,38.19,9,99,3.85
Safi,MA,32.2994,-9.2372,1611760579,22.52,58,0,5.28
Pacific Grove,US,36.6177,-121.9166,1611760466,12.0,76,90,3.6
Yulara,AU,-25.2406,130.9889,1611760719,27.0,65,100,4.63
Kikwit,CD,-5.041,18.8162,1611760719,23.81,92,100,0.86
Kloulklubed,PW,7.0419,134.2556,1611760719,25.0,94,75,1.54
Surgut,RU,61.25,73.4167,1611760719,-30.0,69,0,3.0
Lavrentiya,RU,65.5833,-171.0,1611760720,-19.35,88,83,5.25
Huanuni,BO,-18.2667,-66.85,1611760720,14.0,51,20,2.06
Hailey,US,43.5196,-114.3153,1611760481,-5.56,100,90,1.85
Ingham,US,42.6,-84.3833,1611760720,-7.78,86,1,1.54
Ixtapa,MX,20.7,-105.2,1611760541,20.61,51,98,0.28
Birao,CF,10.2849,22.7882,1611760720,36.51,10,99,3.24
Keti Bandar,PK,24.1447,67.4497,1611760720,18.24,52,0,3.39
Kingisepp,RU,59.3733,28.6134,1611760721,-0.39,99,87,0.85
Horodnytsya,UA,50.807,27.3168,1611760721,-1.77,97,100,2.75
Buchanan,LR,5.8808,-10.0467,1611760721,33.0,62,75,6.17
Salinópolis,BR,-0.6136,-47.3561,1611760721,28.77,72,19,3.35
Aranos,NA,-24.1333,19.1167,1611760721,33.45,18,24,6.19
Chiniot,PK,31.72,72.9789,1611760446,12.04,37,0,1.5
Samarai,PG,-10.6167,150.6667,1611760721,27.86,77,100,4.71
Katiola,CI,8.1333,-5.1,1611760721,32.0,45,75,1.03
Grantham,GB,52.9115,-0.6418,1611760442,10.56,93,0,4.63
São José da Coroa Grande,BR,-8.8978,-35.1478,1611760722,27.2,75,97,5.02
Korla,CN,41.7597,86.1469,1611760722,-4.38,80,0,1.72
Iquitos,PE,-3.7481,-73.2472,1611760722,30.12,57,80,1.73
Katherine,AU,-14.4667,132.2667,1611760722,25.0,94,90,2.57
Coquimbo,CL,-29.9533,-71.3436,1611760682,20.0,68,20,4.12
Ylöjärvi,FI,61.5563,23.5961,1611760722,-2.78,93,90,2.06
Paamiut,GL,61.994,-49.6678,1611760723,-7.26,79,0,3.25
Tautira,PF,-17.7333,-149.15,1611760723,24.0,88,75,1.54
Aloleng,PH,16.1307,119.7824,1611760723,26.4,80,84,1.2
Cabo San Lucas,MX,22.8909,-109.9124,1611760723,16.11,57,100,13.41
Olavarría,AR,-36.8927,-60.3225,1611760723,25.56,51,2,1.34
Coralville,US,41.6764,-91.5805,1611760723,-8.0,67,90,4.63
Ambon City,ID,-3.6954,128.1814,1611760723,27.0,83,40,1.03
Nuevo Progreso,MX,23.1667,-97.95,1611760723,21.11,71,58,3.58
Poltavka,RU,54.3663,71.7632,1611760724,-6.61,97,86,4.62
Half Moon Bay,US,37.4636,-122.4286,1611760724,10.56,93,90,3.6
Bonthe,SL,7.5264,-12.505,1611760724,30.34,59,42,4.74
Muroto-misakicho,JP,33.2833,134.15,1611760724,10.82,70,0,8.75
Kawhia,NZ,-38.0651,174.8183,1611760724,16.29,91,77,1.07
Souillac,MU,-20.5167,57.5167,1611760724,28.0,65,20,1.54
Tall Kayf,TR,37.0833,41.0667,1611760724,12.0,37,40,6.17
Scarborough,GB,54.2797,-0.4044,1611760530,6.67,92,99,3.85
Matara,LK,5.9485,80.5353,1611760724,24.3,76,63,0.9
Katsuura,JP,35.1333,140.3,1611760645,9.44,49,40,3.6
Onguday,RU,50.75,86.15,1611760725,-9.63,86,90,1.24
Trincomalee,LK,8.5711,81.2335,1611760725,25.84,71,100,6.15
Soyo,AO,-6.1349,12.3689,1611760725,30.0,74,75,3.6
Wattegama,LK,6.7989,81.4808,1611760725,25.0,88,40,2.06
Kenai,US,60.5544,-151.2583,1611760632,-13.33,77,1,2.83
Kampene,CD,-3.6,26.6667,1611760725,26.49,77,85,1.55
Iqaluit,CA,63.7506,-68.5145,1611760471,-24.0,77,1,4.26
Dayong,CN,25.0209,118.2898,1611760725,15.0,72,75,2.0
Arrondissement de Mont-de-Marsan,FR,44.0,-0.6667,1611760726,13.89,100,90,3.6
Nang Rong,TH,14.6377,102.7914,1611760726,27.22,58,92,1.93
Riyadh,SA,24.6877,46.7219,1611760709,23.0,18,0,5.14
Voyvozh,RU,62.892,54.9635,1611760726,-3.4,98,100,4.24
Punakha,BT,27.5837,89.8598,1611760726,10.5,51,65,0.67
Rabat,MA,33.9911,-6.8401,1611760726,19.44,82,40,3.6
Fauske,NO,67.2588,15.3918,1611760726,-3.0,59,75,9.77
Richards Bay,ZA,-28.783,32.0377,1611760726,24.59,92,100,3.59
Adrar,MR,20.5022,-10.0711,1611760726,29.81,12,0,7.64
Gudāri,IN,19.35,83.7833,1611760727,21.02,82,2,1.49
Belmonte,BR,-15.8631,-38.8828,1611760727,29.0,65,40,4.12
Ndélé,CF,8.4109,20.6473,1611760727,37.01,13,98,3.28
Ouro Preto do Oeste,BR,-10.7481,-62.2158,1611760727,25.98,84,97,2.53
Namatanai,PG,-3.6667,152.4333,1611760727,27.08,82,74,3.39
Saldanha,ZA,-33.0117,17.9442,1611760727,25.0,41,0,11.32
La Romana,DO,18.4273,-68.9728,1611760727,25.21,72,0,5.63
Mahibadhoo,MV,3.7833,72.9667,1611760727,27.16,73,50,8.83
San Andrés,CO,12.5847,-81.7006,1611760430,27.06,74,5,8.08
Pinega,RU,64.7001,43.3936,1611760728,-2.01,99,100,2.08
Jaen,ES,38.0,-3.5,1611760728,18.33,79,69,1.57
Sishui,CN,35.6489,117.2758,1611760728,6.67,1,89,7.09
Kivsharivka,UA,49.6213,37.7036,1611760728,3.7,84,100,6.82
Qasigiannguit,GL,68.8193,-51.1922,1611760728,-19.39,75,0,1.3
Oranjestad,AW,12.524,-70.027,1611760728,28.0,69,40,11.83
Matamoros,MX,25.5333,-103.25,1611760728,10.56,28,80,3.58
Umm Kaddadah,SD,13.6017,26.6876,1611760728,32.29,11,88,4.67
Ambam,CM,2.3833,11.2833,1611760728,28.36,59,84,1.74
Boissevain,CA,49.2306,-100.0559,1611760729,-26.11,76,1,2.61
Tyrma,RU,50.0833,132.1667,1611760729,-28.16,86,40,1.04
Mazyr,BY,52.0495,29.2456,1611760729,-0.85,97,100,2.29
Balabac,PH,7.9868,117.0645,1611760729,26.74,79,57,2.39
Nara,JP,34.6851,135.8049,1611760727,8.33,52,99,1.24
Murgab,TM,37.4966,61.9714,1611760729,8.0,71,0,2.06
Havre-St-Pierre,CA,50.2334,-63.5986,1611760729,-6.0,58,1,5.14
Elizabeth City,US,36.2946,-76.2511,1611760588,8.0,87,90,2.57
Santa Fe,AR,-31.6333,-60.7,1611760729,33.33,48,9,2.24
Nome,US,64.5011,-165.4064,1611760730,-15.0,85,40,2.57
Iwanai,JP,42.9744,140.5089,1611760730,-4.73,90,100,7.57
Santiago del Estero,AR,-27.7951,-64.2615,1611760730,32.78,48,38,2.24
Cruz Alta,BR,-28.6386,-53.6064,1611760730,20.68,97,100,9.02
Teya,RU,60.3778,92.6267,1611760730,-32.06,82,100,1.25
Kalmunai,LK,7.4167,81.8167,1611760730,24.67,77,100,5.24
Palauig,PH,15.435,119.9045,1611760730,25.75,78,96,0.6
Trzcianka,PL,53.0406,16.4563,1611760731,1.67,98,12,1.34
Olinda,BR,-8.0089,-34.8553,1611760433,26.0,69,75,4.12
Am Timan,TD,11.0297,20.2827,1611760731,37.74,9,22,2.53
Toyooka,JP,35.5333,134.8333,1611760731,5.88,77,100,2.69
Roald,NO,62.5833,6.1333,1611760488,1.0,80,20,3.6
Senno,RU,59.5336,33.9167,1611760731,-0.56,92,89,25.48
Sirte,LY,31.2089,16.5887,1611760731,14.64,56,20,6.74
Sucre,BO,-19.0333,-65.2627,1611760731,17.11,64,33,3.35
Jos,NG,9.9167,8.9,1611760731,29.0,16,0,6.17
Dalbandin,PK,28.8947,64.4101,1611760732,11.11,30,0,2.73
Laguna,US,38.421,-121.4238,1611760437,7.22,81,90,7.72
Bandarbeyla,SO,9.4942,50.8122,1611760732,23.69,71,91,8.11
Panelas,BR,-8.6636,-36.0058,1611760732,28.11,55,100,5.26
Guaratinga,BR,-16.5667,-39.5667,1611760732,29.0,65,40,4.12
Nev'yansk,RU,57.4953,60.2112,1611760732,-6.64,97,53,2.98
Shelburne,CA,44.0787,-80.2041,1611760537,-6.0,86,90,3.6
Griffith,US,41.5284,-87.4237,1611760634,-3.33,80,90,3.6
Caldwell,US,43.6629,-116.6874,1611760733,2.22,75,90,11.83
Deputatsky,RU,69.3,139.9,1611760441,-35.4,85,100,0.15
Paso de los Toros,UY,-32.8167,-56.5167,1611760733,30.0,58,40,6.17
Nongpoh,IN,25.9,91.8833,1611760733,16.0,82,40,1.46
Hualmay,PE,-11.0964,-77.6139,1611760733,24.29,65,83,3.91
Plettenberg Bay,ZA,-34.0527,23.3716,1611760733,18.7,86,99,4.61
Ţaga,RO,46.95,24.05,1611760733,1.11,59,40,7.72
Moree,AU,-29.4667,149.85,1611760734,26.0,65,40,4.12
Grand-Santi,GF,4.25,-54.3833,1611760734,26.6,86,88,2.27
Broome,US,42.2506,-75.833,1611760734,-3.33,86,90,6.17
Srednekolymsk,RU,67.45,153.6833,1611760734,-32.56,85,100,2.68
Mporokoso,ZM,-9.3727,30.125,1611760734,22.18,90,93,0.87
Mossamedes,AO,-15.1961,12.1522,1611760492,30.0,48,75,9.26
Ayan,RU,56.45,138.1667,1611760735,-20.07,90,100,3.63
Clemson,US,34.6834,-82.8374,1611760735,10.56,93,90,0.41
Kalāleh,IR,37.3807,55.4916,1611760735,10.0,46,0,2.06
Slave Lake,CA,55.2834,-114.769,1611760735,-17.0,85,90,1.54
Somanda,TZ,-3.3667,33.95,1611760735,27.38,54,34,1.04
Itoman,JP,26.1247,127.6694,1611760735,18.0,63,75,5.66
Roebourne,AU,-20.7833,117.1333,1611760735,30.03,46,0,7.86
Arrifes,PT,37.7667,-25.7,1611760735,18.89,94,40,7.72
Nguru,NG,12.8791,10.4526,1611760736,33.42,10,16,6.81
Marsh Harbour,BS,26.5412,-77.0636,1611760736,24.52,79,18,6.16
Dawei,MM,14.0833,98.2,1611760736,24.7,70,51,1.07
Tracy,US,37.7397,-121.4252,1611760736,6.67,88,100,8.49
Ranfurly,NZ,-45.1333,170.1,1611760736,8.89,95,1,1.32
Ghanzi,BW,-21.5667,21.7833,1611760736,24.02,67,100,2.02
Zhangaözen,KZ,43.3,52.8,1611760736,-0.61,86,0,9.11
Isabela,PH,6.7085,121.9711,1611760736,25.0,94,90,0.56
Sola,VU,-13.8833,167.55,1611760737,27.7,81,100,9.12
Halifax,CA,44.6453,-63.5724,1611760670,1.11,64,75,3.6
Buraidah,SA,26.326,43.975,1611760737,23.0,35,0,4.12
Bellevue,US,47.6104,-122.2007,1611760737,3.33,87,90,2.57
Prince Albert,CA,53.2001,-105.7677,1611760509,-26.0,76,75,4.12
Kon Tum,VN,14.35,108.0,1611760737,17.93,89,0,1.22
Kashgar,CN,39.4547,75.9797,1611760473,-3.0,54,0,0.5
Ilebo,CD,-4.3167,20.5833,1611760737,25.67,82,100,1.26
Aykhal,RU,66.0,111.5,1611760737,-37.68,72,30,1.23
Gadung,PH,6.8025,124.02,1611760738,25.73,79,100,1.67
Poum,NC,-20.2333,164.0167,1611760738,26.55,76,97,5.74
Alta Floresta,BR,-9.8756,-56.0861,1611760738,21.96,98,100,1.72
Manoharpur,IN,27.3,75.95,1611760738,15.0,44,0,0.51
Kitimat,CA,54.0524,-128.6534,1611760738,-10.56,92,99,2.4
Aksay,RU,47.26,39.87,1611760738,2.0,93,75,13.0
Awjilah,LY,29.1081,21.2869,1611760738,16.66,35,1,7.22
Constitución,CL,-35.3333,-72.4167,1611760738,19.2,47,4,5.09
Kimbe,PG,-5.5502,150.1429,1611760739,25.63,84,100,0.94
Goiatuba,BR,-18.0125,-49.3547,1611760739,26.66,71,96,3.81
Aksarka,RU,66.5606,67.7975,1611760739,-36.67,83,87,1.02
Médéa,DZ,36.2642,2.7539,1611760739,20.0,68,40,6.69
Burgos,ES,42.3394,-3.7079,1611760739,13.0,88,75,2.57
Okhotsk,RU,59.3833,143.3,1611760739,-24.91,79,79,5.18
Neiafu,TO,-18.65,-173.9833,1611760739,26.0,83,90,4.63
Roboré,BO,-18.3333,-59.75,1611760739,27.0,74,75,7.72
Ino,JP,33.55,133.4333,1611760739,6.7,71,6,2.39
Inhambane,MZ,-23.865,35.3833,1611760740,31.0,70,20,4.12
Forestville,US,38.8451,-76.875,1611760740,5.0,65,90,4.12
Moram,IN,17.8,76.4667,1611760518,24.84,28,0,2.4
Gornopravdinsk,RU,60.05,69.9,1611760740,-19.68,92,100,2.52
Natal'insk,RU,56.4739,57.8698,1611760740,-8.01,96,95,3.52
Keflavik,IS,64.0049,-22.5624,1611760740,1.0,55,75,10.8
